"SEQUENCIAL_CANDIDATO";"SIGLA_UF";"TOTAL_VOTOS"
90000000715;"GO";92945
90000000716;"GO";216
90000000717;"GO";25535
90000000718;"GO";85534
90000000719;"GO";159122
90000000720;"GO";107344
90000000721;"GO";58466
90000000722;"GO";856
90000000723;"GO";90877
90000000725;"GO";71832
90000000726;"GO";79666
90000000727;"GO";347
90000000728;"GO";72781
90000000729;"GO";384
90000000731;"GO";76
90000000732;"GO";74980
90000000733;"GO";904
90000000734;"GO";270
90000000735;"GO";120283
90000000736;"GO";0
90000000737;"GO";472
90000000738;"GO";20033
90000000739;"GO";274625
90000000740;"GO";82204
90000000741;"GO";44655
90000000742;"GO";5500
90000000743;"GO";110992
90000000744;"GO";107544
90000000746;"GO";1446
90000001168;"GO";656
90000001170;"GO";189
90000001187;"GO";265
90000001189;"GO";127
90000001192;"GO";279
90000001193;"GO";451
90000001226;"GO";119
90000001246;"GO";482
90000001254;"GO";626
100000000007;"MA";1067
100000000010;"MA";0
100000000012;"MA";0
100000000013;"MA";5997
100000000080;"MA";56879
100000000081;"MA";1451
100000000083;"MA";16791
100000000084;"MA";214
100000000085;"MA";650
100000000086;"MA";916
100000000087;"MA";244
100000000088;"MA";1198
100000000089;"MA";0
100000000091;"MA";15
100000000092;"MA";1728
100000000094;"MA";232
100000000095;"MA";2513
100000000096;"MA";487
100000000097;"MA";4894
100000000098;"MA";137
100000000099;"MA";485
100000000100;"MA";50962
100000000101;"MA";123
100000000103;"MA";20470
100000000104;"MA";5161
100000000106;"MA";0
100000000107;"MA";27277
100000000110;"MA";1581
100000000112;"MA";20647
100000000113;"MA";23262
100000000114;"MA";1395
100000000115;"MA";11550
100000000117;"MA";22862
100000000143;"MA";94
100000000144;"MA";419
100000000155;"MA";1742
100000000204;"MA";1063
100000000205;"MA";13375
100000000206;"MA";15293
100000000207;"MA";597
100000000208;"MA";0
100000000209;"MA";858
100000000210;"MA";3389
100000000211;"MA";1026
100000000212;"MA";6713
100000000213;"MA";43
100000000214;"MA";87793
100000000215;"MA";90531
100000000216;"MA";5
100000000217;"MA";66
100000000218;"MA";1951
100000000220;"MA";444
100000000221;"MA";834
100000000222;"MA";157
100000000223;"MA";1201
100000000224;"MA";513
100000000225;"MA";971
100000000226;"MA";14866
100000000253;"MA";64896
100000000254;"MA";6949
100000000255;"MA";15947
100000000256;"MA";1521
100000000257;"MA";1166
100000000258;"MA";37726
100000000259;"MA";0
100000000262;"MA";81161
100000000263;"MA";2748
100000000264;"MA";3360
100000000265;"MA";187
100000000266;"MA";371
100000000267;"MA";3110
100000000268;"MA";538
100000000269;"MA";860
100000000270;"MA";1859
100000000271;"MA";1143
100000000276;"MA";302
100000000277;"MA";5600
100000000279;"MA";132
100000000280;"MA";1178
100000000281;"MA";6740
100000000282;"MA";1792
100000000283;"MA";1016
100000000284;"MA";7446
100000000285;"MA";3070
100000000286;"MA";793
100000000287;"MA";181
100000000288;"MA";794
100000000289;"MA";3722
100000000291;"MA";151
100000000487;"MA";1248
100000000488;"MA";445
100000000489;"MA";38744
100000000490;"MA";49797
100000000491;"MA";0
100000000492;"MA";1372
100000000493;"MA";513
100000000495;"MA";588
100000000496;"MA";372
100000000497;"MA";1229
100000000498;"MA";972
100000000499;"MA";1486
100000000500;"MA";723
100000000501;"MA";44897
100000000502;"MA";199
100000000503;"MA";202
100000000505;"MA";83955
100000000506;"MA";3653
100000000507;"MA";132
100000000508;"MA";3089
100000000509;"MA";127
100000000510;"MA";50658
100000000511;"MA";0
100000000512;"MA";155
100000000513;"MA";0
100000000514;"MA";15162
100000000515;"MA";594
100000000516;"MA";295
100000000517;"MA";471
100000000518;"MA";78
100000000519;"MA";3273
100000000520;"MA";25
100000000521;"MA";22
100000000522;"MA";356
100000000523;"MA";59
100000000524;"MA";824
100000000525;"MA";838
100000000526;"MA";448
100000000527;"MA";2596
100000000528;"MA";206
100000000529;"MA";0
100000000530;"MA";3157
100000000531;"MA";636
100000000532;"MA";869
100000000533;"MA";322
100000000539;"MA";684
100000000542;"MA";431
100000000544;"MA";397
100000000546;"MA";548
100000000547;"MA";607
100000000548;"MA";3319
100000000549;"MA";1043
100000000562;"MA";125521
100000000563;"MA";67885
100000000564;"MA";83847
100000000565;"MA";1038
100000000567;"MA";56983
100000000568;"MA";773
100000000569;"MA";35282
100000000570;"MA";51011
100000000571;"MA";105243
100000000572;"MA";670
100000000573;"MA";35292
100000000574;"MA";0
100000000576;"MA";565
100000000577;"MA";3394
100000000578;"MA";250
100000000579;"MA";6520
100000000580;"MA";581
100000000581;"MA";85507
100000000582;"MA";12179
100000000583;"MA";444
100000000584;"MA";443
100000000585;"MA";297
100000000586;"MA";63706
100000000587;"MA";291
100000000589;"MA";3889
100000000590;"MA";85034
100000000591;"MA";91669
100000000592;"MA";804
100000000595;"MA";7879
100000000596;"MA";183
100000000597;"MA";1308
100000000599;"MA";753
100000000600;"MA";15601
100000000601;"MA";40424
100000000602;"MA";2829
100000000603;"MA";133575
100000000604;"MA";862
100000000605;"MA";9432
100000000606;"MA";7274
100000000607;"MA";1268
100000000608;"MA";864
100000000609;"MA";1769
100000000610;"MA";493
100000000611;"MA";2065
100000000612;"MA";4472
100000000613;"MA";86728
100000000614;"MA";38991
100000000615;"MA";52783
100000000616;"MA";2643
100000000619;"MA";25946
100000000621;"MA";16208
100000000622;"MA";4396
100000000623;"MA";376
100000000624;"MA";422
100000000626;"MA";33929
100000000627;"MA";118115
100000000628;"MA";66274
100000000629;"MA";2244
100000000630;"MA";250
100000000781;"MA";31370
100000000783;"MA";5755
100000000785;"MA";51418
100000000786;"MA";0
100000000787;"MA";0
100000000790;"MA";895
100000000791;"MA";30
100000000794;"MA";4120
100000000795;"MA";2745
100000000801;"MA";39
100000000802;"MA";2527
100000000803;"MA";661
100000000807;"MA";4
100000000809;"MA";3278
100000000810;"MA";1321
100000000821;"MA";0
100000000831;"MA";10209
100000000832;"MA";14283
100000000838;"MA";2829
100000000844;"MA";346
100000000849;"MA";164
100000000881;"MA";98
100000000969;"MA";73
100000000970;"MA";117
100000000972;"MA";255
100000000973;"MA";63
100000001009;"MA";281
100000001070;"MA";246
100000001071;"MA";93
100000001073;"MA";53
100000001075;"MA";26
100000001076;"MA";202
100000001082;"MA";20
100000001088;"MA";360
100000001090;"MA";26
130000000111;"MG";2773
130000000112;"MG";42079
130000000113;"MG";685
130000000115;"MG";3278
130000000116;"MG";2054
130000000117;"MG";419
130000000118;"MG";2280
130000000119;"MG";2439
130000000120;"MG";179073
130000000121;"MG";109
130000000122;"MG";42525
130000000123;"MG";507
130000000124;"MG";14010
130000000125;"MG";728
130000000127;"MG";16820
130000000128;"MG";21
130000000129;"MG";388
130000000131;"MG";1338
130000000132;"MG";10052
130000000133;"MG";12963
130000000134;"MG";33559
130000000135;"MG";8120
130000000137;"MG";2403
130000000138;"MG";175
130000000139;"MG";97
130000000140;"MG";1126
130000000141;"MG";13964
130000000142;"MG";289
130000000143;"MG";1113
130000000144;"MG";67
130000000146;"MG";0
130000000147;"MG";19
130000000148;"MG";659
130000000149;"MG";20145
130000000150;"MG";13
130000000151;"MG";83
130000000152;"MG";9562
130000000275;"MG";1223
130000000276;"MG";2896
130000000277;"MG";40
130000000278;"MG";671
130000000279;"MG";695
130000000280;"MG";706
130000000281;"MG";264
130000000282;"MG";87
130000000283;"MG";297
130000000284;"MG";290
130000000285;"MG";135
130000000286;"MG";455
130000000287;"MG";972
130000000288;"MG";942
130000000289;"MG";3886
130000000290;"MG";172
130000000291;"MG";24
130000000292;"MG";75
130000000296;"MG";76
130000000300;"MG";4489
130000000301;"MG";1610
130000000302;"MG";2648
130000000312;"MG";1512
130000000313;"MG";437
130000000314;"MG";0
130000000315;"MG";18486
130000000316;"MG";4067
130000000317;"MG";1156
130000000327;"MG";2101
130000000328;"MG";41
130000000329;"MG";2159
130000000330;"MG";212
130000000331;"MG";1233
130000000332;"MG";57
130000000333;"MG";11241
130000000335;"MG";98
130000000336;"MG";3989
130000000337;"MG";2300
130000000338;"MG";311
130000000339;"MG";128
130000000340;"MG";1000
130000000341;"MG";627
130000000342;"MG";895
130000000343;"MG";448
130000000344;"MG";70924
130000000345;"MG";345
130000000346;"MG";54393
130000000347;"MG";2628
130000000348;"MG";396
130000000349;"MG";358
130000000350;"MG";681
130000000351;"MG";930
130000000353;"MG";155
130000000356;"MG";684
130000000357;"MG";259
130000000358;"MG";186
130000000359;"MG";83567
130000000360;"MG";6522
130000000361;"MG";539
130000000362;"MG";0
130000000363;"MG";448
130000000364;"MG";2884
130000000365;"MG";165
130000000366;"MG";1330
130000000367;"MG";757
130000000368;"MG";0
130000000369;"MG";834
130000000370;"MG";68
130000000371;"MG";567
130000000372;"MG";576
130000000373;"MG";9395
130000000374;"MG";33373
130000000375;"MG";532
130000000376;"MG";152
130000000377;"MG";158
130000000378;"MG";4208
130000000379;"MG";520
130000000380;"MG";541
130000000381;"MG";1439
130000000383;"MG";109
130000000384;"MG";4974
130000000385;"MG";2315
130000000386;"MG";639
130000000387;"MG";949
130000000388;"MG";1434
130000000389;"MG";3996
130000000390;"MG";1486
130000000391;"MG";4083
130000000392;"MG";1925
130000000393;"MG";111
130000000394;"MG";2480
130000000396;"MG";93997
130000000397;"MG";410
130000000398;"MG";90738
130000000399;"MG";194
130000000400;"MG";1206
130000000401;"MG";9027
130000000402;"MG";3393
130000000403;"MG";382
130000000404;"MG";5733
130000000405;"MG";1861
130000000406;"MG";1461
130000000407;"MG";445
130000000409;"MG";2579
130000000410;"MG";348
130000000411;"MG";1612
130000000412;"MG";649
130000000415;"MG";1022
130000000416;"MG";507
130000000417;"MG";1341
130000000418;"MG";189
130000000424;"MG";3306
130000000432;"MG";11492
130000000439;"MG";49391
130000000445;"MG";247
130000000449;"MG";181
130000000451;"MG";27
130000000453;"MG";35
130000000455;"MG";290
130000000456;"MG";24
130000000457;"MG";3506
130000000458;"MG";14
130000000460;"MG";4138
130000000462;"MG";350
130000000463;"MG";1057
130000000474;"MG";211
130000000487;"MG";38027
130000000489;"MG";2054
130000000493;"MG";297
130000000494;"MG";1434
130000000496;"MG";160
130000000501;"MG";221
130000000503;"MG";920
130000000514;"MG";553
130000000518;"MG";43026
130000000519;"MG";10084
130000000523;"MG";516
130000000525;"MG";5786
130000000526;"MG";976
130000000529;"MG";12982
130000000650;"MG";143901
130000000651;"MG";83628
130000000652;"MG";761
130000000653;"MG";1306
130000000654;"MG";4822
130000000655;"MG";1452
130000000656;"MG";1150
130000000657;"MG";329
130000000658;"MG";429
130000000660;"MG";36008
130000000661;"MG";292848
130000000662;"MG";104849
130000000663;"MG";129096
130000000664;"MG";3883
130000000665;"MG";148239
130000000666;"MG";117542
130000000667;"MG";179652
130000000668;"MG";818
130000000669;"MG";116175
130000000670;"MG";77535
130000000671;"MG";14060
130000000672;"MG";91103
130000000674;"MG";307
130000000675;"MG";0
130000000676;"MG";191
130000000677;"MG";869
130000000678;"MG";18664
130000000679;"MG";56534
130000000680;"MG";109925
130000000681;"MG";184
130000000682;"MG";599
130000000683;"MG";98834
130000000684;"MG";2778
130000000685;"MG";7552
130000000686;"MG";62
130000000687;"MG";123377
130000000688;"MG";11560
130000000689;"MG";2310
130000000691;"MG";107906
130000000692;"MG";101040
130000000693;"MG";225
130000000694;"MG";66550
130000000695;"MG";229
130000000696;"MG";130453
130000000697;"MG";49617
130000000698;"MG";2062
130000000699;"MG";2172
130000000700;"MG";959
130000000701;"MG";0
130000000703;"MG";131687
130000000705;"MG";1219
130000000706;"MG";658
130000000707;"MG";258363
130000000708;"MG";16920
130000000709;"MG";1221
130000000710;"MG";51561
130000000711;"MG";5747
130000000712;"MG";855
130000000713;"MG";1325
130000000714;"MG";2012
130000000715;"MG";86
130000000716;"MG";114240
130000000717;"MG";61622
130000000718;"MG";158907
130000000719;"MG";57258
130000000720;"MG";0
130000000721;"MG";707
130000000722;"MG";84
130000000723;"MG";4217
130000000724;"MG";59
130000000725;"MG";2430
130000000726;"MG";78151
130000000727;"MG";109510
130000000728;"MG";235
130000000729;"MG";59
130000000730;"MG";19273
130000000831;"MG";330
130000000832;"MG";57921
130000000833;"MG";56305
130000000834;"MG";1198
130000000835;"MG";643
130000000836;"MG";4464
130000000837;"MG";16451
130000000838;"MG";2135
130000000839;"MG";0
130000000840;"MG";977
130000000842;"MG";30968
130000000843;"MG";763
130000000844;"MG";814
130000000845;"MG";1371
130000000846;"MG";5385
130000000847;"MG";534
130000000848;"MG";797
130000000849;"MG";1877
130000000850;"MG";222
130000000854;"MG";5126
130000000855;"MG";1938
130000000856;"MG";200014
130000000857;"MG";146792
130000000858;"MG";23662
130000000859;"MG";794
130000000860;"MG";11655
130000000861;"MG";16013
130000000862;"MG";70
130000000863;"MG";614
130000000864;"MG";1127
130000000865;"MG";115336
130000000866;"MG";804
130000000867;"MG";0
130000000868;"MG";4080
130000000869;"MG";1105
130000000870;"MG";111317
130000000871;"MG";112722
130000000872;"MG";78762
130000000873;"MG";198
130000000874;"MG";118470
130000000875;"MG";24920
130000000876;"MG";149
130000000878;"MG";12172
130000000879;"MG";1107
130000000880;"MG";740
130000000881;"MG";44527
130000000882;"MG";67650
130000000883;"MG";78973
130000000884;"MG";129795
130000000885;"MG";93450
130000000886;"MG";128489
130000000887;"MG";51948
130000000888;"MG";475
130000000889;"MG";201782
130000000890;"MG";147175
130000000891;"MG";15714
130000000892;"MG";1906
130000000893;"MG";7472
130000000894;"MG";310226
130000000895;"MG";5114
130000000896;"MG";92743
130000000897;"MG";886
130000000898;"MG";3510
130000000899;"MG";7637
130000000900;"MG";0
130000000901;"MG";1159
130000000902;"MG";55767
130000000903;"MG";491
130000000904;"MG";295
130000000905;"MG";149
130000000906;"MG";53733
130000000907;"MG";186098
130000000908;"MG";1461
130000000909;"MG";3299
130000001056;"MG";3409
130000001058;"MG";18626
130000001059;"MG";2271
130000001060;"MG";8338
130000001061;"MG";936
130000001062;"MG";3090
130000001063;"MG";3324
130000001064;"MG";1471
130000001066;"MG";674
130000001067;"MG";7805
130000001068;"MG";1048
130000001069;"MG";13642
130000001070;"MG";3656
130000001071;"MG";541
130000001072;"MG";4216
130000001073;"MG";958
130000001074;"MG";545
130000001075;"MG";4124
130000001076;"MG";14972
130000001077;"MG";58085
130000001078;"MG";16379
130000001079;"MG";527
130000001080;"MG";1687
130000001081;"MG";1372
130000001082;"MG";0
130000001083;"MG";192
130000001084;"MG";438
130000001085;"MG";840
130000001086;"MG";843
130000001087;"MG";4094
130000001089;"MG";4222
130000001090;"MG";710
130000001091;"MG";114948
130000001092;"MG";3668
130000001093;"MG";695
130000001095;"MG";718
130000001097;"MG";257
130000001098;"MG";1977
130000001099;"MG";88
130000001100;"MG";656
130000001101;"MG";741
130000001102;"MG";1368
130000001103;"MG";621
130000001104;"MG";210
130000001105;"MG";15272
130000001106;"MG";2790
130000001108;"MG";249
130000001109;"MG";741
130000001110;"MG";4188
130000001111;"MG";36135
130000001112;"MG";7288
130000001113;"MG";843
130000001114;"MG";718
130000001115;"MG";463
130000001116;"MG";376
130000001117;"MG";1362
130000001118;"MG";290
130000001119;"MG";14568
130000001120;"MG";695
130000001121;"MG";8526
130000001123;"MG";2474
130000001124;"MG";224
130000001125;"MG";596
130000001126;"MG";869
130000001127;"MG";60384
130000001128;"MG";258
130000001130;"MG";1667
130000001132;"MG";334
130000001134;"MG";18290
130000001135;"MG";0
130000001136;"MG";11287
130000001137;"MG";403
130000001138;"MG";47101
130000001139;"MG";1726
130000001140;"MG";13271
130000001141;"MG";446
130000001142;"MG";14
130000001143;"MG";87113
130000001145;"MG";599
130000001146;"MG";1088
130000001147;"MG";11835
130000001148;"MG";513
130000001149;"MG";910
130000001152;"MG";371
130000001153;"MG";1199
130000001154;"MG";1467
130000001156;"MG";2722
130000001158;"MG";879
130000001159;"MG";8710
130000001167;"MG";55165
130000001168;"MG";5046
130000001169;"MG";0
130000001170;"MG";67459
130000001171;"MG";4323
130000001175;"MG";86245
130000001178;"MG";2217
130000001179;"MG";369
130000001181;"MG";2006
130000001182;"MG";365
130000001183;"MG";1414
130000001185;"MG";1492
130000001186;"MG";1472
130000001188;"MG";5704
130000001189;"MG";144153
130000001194;"MG";654
130000001202;"MG";0
130000001203;"MG";0
130000001204;"MG";881
130000001205;"MG";343
130000001206;"MG";13027
130000001207;"MG";1098
130000001208;"MG";1908
130000001209;"MG";8362
130000001210;"MG";623
130000001211;"MG";1246
130000001212;"MG";1653
130000001213;"MG";605
130000001214;"MG";305
130000001215;"MG";2110
130000001217;"MG";280
130000001218;"MG";1116
130000001219;"MG";34598
130000001230;"MG";301
130000001236;"MG";1646
130000001239;"MG";2360
130000001240;"MG";2392
130000001241;"MG";195
130000001243;"MG";655
130000001247;"MG";510
130000001248;"MG";645
130000001249;"MG";3679
130000001250;"MG";18154
130000001251;"MG";1180
130000001252;"MG";1325
130000001253;"MG";3776
130000001254;"MG";2005
130000001256;"MG";729
130000001257;"MG";23229
130000001259;"MG";2078
130000001262;"MG";133
130000001264;"MG";653
130000001265;"MG";498
130000001266;"MG";2391
130000001267;"MG";0
130000001288;"MG";217
130000001289;"MG";2929
130000001290;"MG";685
130000001291;"MG";308
130000001292;"MG";480
130000001293;"MG";1020
130000001294;"MG";1142
130000001295;"MG";660
130000001312;"MG";5779
130000001313;"MG";549
130000001314;"MG";37136
130000001315;"MG";1622
130000001317;"MG";733
130000001318;"MG";1004
130000001319;"MG";0
130000001320;"MG";3627
130000001322;"MG";5621
130000001323;"MG";4748
130000001324;"MG";32272
130000001325;"MG";1770
130000001326;"MG";9082
130000001327;"MG";85
130000001328;"MG";385
130000001329;"MG";96073
130000001330;"MG";6110
130000001331;"MG";357
130000001370;"MG";257
130000001371;"MG";109
130000001372;"MG";459
130000001373;"MG";341
130000001375;"MG";628
130000001379;"MG";985
130000001380;"MG";38475
130000001381;"MG";902
130000001382;"MG";322
130000001384;"MG";1685
130000001385;"MG";1267
130000001386;"MG";19701
130000001387;"MG";76
130000001389;"MG";155
130000001390;"MG";614
130000001407;"MG";4147
130000001408;"MG";5818
130000001409;"MG";464
130000001410;"MG";1058
130000001411;"MG";396
130000001412;"MG";304
130000001413;"MG";675
130000001414;"MG";1532
130000001425;"MG";905
130000001426;"MG";1162
130000001427;"MG";333
130000001428;"MG";235
130000001429;"MG";121
130000001430;"MG";536
130000001432;"MG";522
130000001433;"MG";353
130000001434;"MG";188
130000001435;"MG";1562
130000001437;"MG";2921
130000001438;"MG";295
130000001439;"MG";99
130000001440;"MG";522
130000001441;"MG";641
130000001456;"MG";423
130000001458;"MG";45381
130000001459;"MG";0
130000001460;"MG";0
130000001461;"MG";509
130000001462;"MG";1078
130000001463;"MG";560
130000001464;"MG";666
130000001465;"MG";5930
130000001466;"MG";190
130000001467;"MG";1311
130000001469;"MG";540
130000001471;"MG";2856
130000001472;"MG";4033
130000001473;"MG";77
130000001474;"MG";287
130000001475;"MG";1805
130000001476;"MG";50
130000001477;"MG";1465
130000001508;"MG";1396
130000001512;"MG";584
130000001753;"MG";189
130000001754;"MG";2746
130000001755;"MG";872
130000001757;"MG";801
130000001758;"MG";783
130000001759;"MG";546
130000001763;"MG";903
130000001772;"MG";388
130000001776;"MG";229
130000001804;"MG";1959
130000001806;"MG";0
130000001807;"MG";0
130000001808;"MG";0
130000001823;"MG";1078
130000001826;"MG";309
130000001828;"MG";65
130000001836;"MG";103
130000001838;"MG";2925
130000001840;"MG";334
130000001841;"MG";3770
130000001843;"MG";574
130000001845;"MG";624
130000001847;"MG";482
130000001848;"MG";403
130000001853;"MG";522
130000001854;"MG";271
130000001859;"MG";412
130000001861;"MG";99
130000001873;"MG";1303
130000001874;"MG";0
130000001876;"MG";1213
130000001877;"MG";1596
130000001878;"MG";366
130000001879;"MG";2048
130000001880;"MG";146
130000001881;"MG";240
130000001891;"MG";228
130000001893;"MG";441
130000001897;"MG";424
130000001898;"MG";119
130000001912;"MG";226
130000001931;"MG";3536
130000001934;"MG";128
130000001936;"MG";156
130000001954;"MG";9830
130000001973;"MG";4112
130000001976;"MG";489
130000001977;"MG";314
130000001979;"MG";1054
130000001990;"MG";389
130000001992;"MG";30
130000001995;"MG";154
130000002000;"MG";645
130000002001;"MG";77
130000002005;"MG";3713
130000002006;"MG";187
130000002008;"MG";52679
130000002019;"MG";277
130000002021;"MG";7755
130000002025;"MG";191
130000002026;"MG";18
130000002036;"MG";2771
130000002070;"MG";0
130000002110;"MG";83
120000000006;"MS";1083
120000000007;"MS";129
120000000021;"MS";56441
120000000024;"MS";4059
120000000027;"MS";450
120000000034;"MS";15738
120000000037;"MS";12835
120000000040;"MS";8818
120000000041;"MS";92
120000000043;"MS";1846
120000000051;"MS";39074
120000000052;"MS";12019
120000000063;"MS";4971
120000000064;"MS";2648
120000000069;"MS";2196
120000000071;"MS";2277
120000000072;"MS";57374
120000000073;"MS";2887
120000000080;"MS";309
120000000088;"MS";711
120000000097;"MS";7196
120000000099;"MS";2598
120000000103;"MS";779
120000000104;"MS";6168
120000000106;"MS";1369
120000000107;"MS";3388
120000000108;"MS";15505
120000000109;"MS";67508
120000000110;"MS";4421
120000000111;"MS";87546
120000000112;"MS";1514
120000000113;"MS";7312
120000000114;"MS";0
120000000115;"MS";75149
120000000116;"MS";91816
120000000117;"MS";39852
120000000118;"MS";257
120000000119;"MS";7752
120000000120;"MS";2258
120000000121;"MS";4267
120000000122;"MS";2670
120000000123;"MS";5627
120000000124;"MS";850
120000000125;"MS";9476
120000000126;"MS";156
120000000127;"MS";1321
120000000130;"MS";446
120000000131;"MS";509
120000000133;"MS";577
120000000134;"MS";351
120000000135;"MS";591
120000000136;"MS";874
120000000137;"MS";269
120000000138;"MS";436
120000000139;"MS";1468
120000000140;"MS";712
120000000141;"MS";462
120000000142;"MS";2709
120000000143;"MS";1518
120000000144;"MS";173
120000000145;"MS";100
120000000146;"MS";392
120000000147;"MS";98
120000000416;"MS";890
120000000417;"MS";730
120000000418;"MS";400
120000000420;"MS";0
120000000421;"MS";114
120000000422;"MS";2050
120000000424;"MS";109
120000000425;"MS";4352
120000000426;"MS";174
120000000427;"MS";969
120000000430;"MS";615
120000000431;"MS";3021
120000000432;"MS";490
120000000434;"MS";157
120000000435;"MS";295
120000000436;"MS";1437
120000000437;"MS";922
120000000443;"MS";1801
120000000444;"MS";170
120000000446;"MS";531
120000000464;"MS";11939
120000000476;"MS";1142
120000000485;"MS";1793
120000000490;"MS";1434
120000000491;"MS";84
120000000496;"MS";359
120000000497;"MS";69504
120000000498;"MS";53406
120000000499;"MS";3007
120000000500;"MS";160556
120000000501;"MS";500
120000000502;"MS";7208
120000000503;"MS";1869
120000000504;"MS";1070
120000000505;"MS";636
120000000506;"MS";511
120000000507;"MS";2034
120000000508;"MS";54813
120000000509;"MS";9530
120000000510;"MS";2622
120000000512;"MS";1634
120000000513;"MS";1041
120000000514;"MS";5308
120000000515;"MS";34086
120000000516;"MS";1948
120000000517;"MS";2061
120000000518;"MS";29
120000000519;"MS";1491
120000000589;"MS";100
120000000630;"MS";3532
120000000663;"MS";255
120000000673;"MS";35054
120000000682;"MS";41
110000000006;"MT";889
110000000008;"MT";4226
110000000009;"MT";30542
110000000010;"MT";7177
110000000011;"MT";34109
110000000012;"MT";885
110000000013;"MT";0
110000000015;"MT";192
110000000016;"MT";737
110000000017;"MT";127749
110000000018;"MT";16848
110000000019;"MT";1977
110000000020;"MT";1794
110000000021;"MT";0
110000000022;"MT";741
110000000023;"MT";64691
110000000024;"MT";13296
110000000025;"MT";556
110000000032;"MT";288
110000000042;"MT";84208
110000000044;"MT";318
110000000156;"MT";1555
110000000157;"MT";1412
110000000158;"MT";122
110000000162;"MT";849
110000000163;"MT";1661
110000000164;"MT";263
110000000166;"MT";2856
110000000168;"MT";308
110000000169;"MT";413
110000000170;"MT";1503
110000000171;"MT";275
110000000172;"MT";419
110000000174;"MT";812
110000000179;"MT";287
110000000250;"MT";940
110000000251;"MT";3352
110000000253;"MT";8505
110000000254;"MT";47340
110000000255;"MT";2545
110000000256;"MT";3908
110000000257;"MT";44
110000000258;"MT";2617
110000000259;"MT";0
110000000260;"MT";43091
110000000261;"MT";15520
110000000262;"MT";8621
110000000263;"MT";6472
110000000264;"MT";3370
110000000266;"MT";4675
110000000267;"MT";0
110000000268;"MT";141
110000000296;"MT";2383
110000000297;"MT";97858
110000000298;"MT";18960
110000000299;"MT";49321
110000000300;"MT";255
110000000301;"MT";14363
110000000302;"MT";245
110000000303;"MT";5629
110000000304;"MT";95739
110000000305;"MT";5747
110000000306;"MT";304
110000000307;"MT";2896
110000000308;"MT";3709
110000000309;"MT";40
110000000310;"MT";3532
110000000311;"MT";47
110000000313;"MT";16116
110000000314;"MT";15037
110000000315;"MT";62923
110000000317;"MT";14435
110000000321;"MT";75
110000000323;"MT";2912
110000000399;"MT";12219
110000000400;"MT";0
110000000401;"MT";104976
110000000402;"MT";24102
110000000404;"MT";0
110000000405;"MT";352
110000000412;"MT";380
110000000434;"MT";0
110000000435;"MT";0
110000000438;"MT";90888
110000000439;"MT";78
110000000458;"MT";0
110000000482;"MT";1787
110000000487;"MT";12914
110000000489;"MT";451
110000000501;"MT";0
110000000504;"MT";68
110000000521;"MT";1425
110000000522;"MT";80
110000000523;"MT";593
110000000541;"MT";112722
110000000544;"MT";4201
140000000001;"PA";104356
140000000003;"PA";10
140000000004;"PA";126
140000000005;"PA";66
140000000007;"PA";305
140000000008;"PA";8441
140000000009;"PA";1963
140000000010;"PA";29882
140000000011;"PA";6097
140000000012;"PA";15867
140000000013;"PA";26146
140000000014;"PA";4150
140000000015;"PA";141213
140000000017;"PA";988
140000000018;"PA";1056
140000000035;"PA";1535
140000000039;"PA";660
140000000040;"PA";457
140000000054;"PA";701
140000000091;"PA";984
140000000092;"PA";174
140000000093;"PA";12378
140000000094;"PA";396
140000000095;"PA";28
140000000096;"PA";2216
140000000097;"PA";170604
140000000098;"PA";1749
140000000099;"PA";735
140000000100;"PA";141
140000000102;"PA";7718
140000000103;"PA";165
140000000104;"PA";304
140000000106;"PA";41
140000000107;"PA";69
140000000108;"PA";19
140000000110;"PA";15399
140000000111;"PA";1347
140000000112;"PA";1954
140000000113;"PA";317
140000000114;"PA";26
140000000115;"PA";6818
140000000116;"PA";416
140000000117;"PA";2213
140000000118;"PA";668
140000000346;"PA";77
140000000347;"PA";1118
140000000348;"PA";2349
140000000350;"PA";107
140000000351;"PA";130
140000000352;"PA";71
140000000353;"PA";917
140000000354;"PA";1424
140000000355;"PA";103
140000000356;"PA";1389
140000000358;"PA";3831
140000000359;"PA";150
140000000360;"PA";1713
140000000361;"PA";1362
140000000363;"PA";614
140000000364;"PA";3591
140000000368;"PA";745
140000000431;"PA";58938
140000000432;"PA";41080
140000000433;"PA";57105
140000000434;"PA";74722
140000000435;"PA";105151
140000000436;"PA";142970
140000000437;"PA";1259
140000000438;"PA";40146
140000000455;"PA";87632
140000000456;"PA";122348
140000000457;"PA";76510
140000000458;"PA";67324
140000000460;"PA";1032
140000000461;"PA";7519
140000000462;"PA";734
140000000463;"PA";2593
140000000464;"PA";60749
140000000465;"PA";9899
140000000747;"PA";735
140000000749;"PA";84601
140000000750;"PA";1947
140000000751;"PA";85194
140000000752;"PA";131
140000000753;"PA";1865
140000000754;"PA";15500
140000000756;"PA";40889
140000000757;"PA";63
140000000758;"PA";522
140000000759;"PA";148163
140000000762;"PA";2672
140000000766;"PA";340
140000000767;"PA";18474
140000000768;"PA";134
140000000769;"PA";616
140000000770;"PA";1742
140000000771;"PA";1707
140000000772;"PA";1560
140000000773;"PA";7487
140000000774;"PA";470
140000000775;"PA";4388
140000000776;"PA";68973
140000000777;"PA";2539
140000000778;"PA";3164
140000000779;"PA";574
