"SEQUENCIAL_CANDIDATO";"SIGLA_UF";"TOTAL_VOTOS"
190000001415;"RJ";22536
190000001416;"RJ";96
190000001417;"RJ";12012
190000001418;"RJ";180741
190000001419;"RJ";430
190000001420;"RJ";855
190000001421;"RJ";232708
190000001422;"RJ";45581
190000001423;"RJ";94
190000001424;"RJ";31281
190000001426;"RJ";47188
190000001427;"RJ";19828
190000001428;"RJ";162403
190000001429;"RJ";20244
190000001430;"RJ";30109
190000001431;"RJ";1733
190000001432;"RJ";611
190000001433;"RJ";36614
190000001434;"RJ";48204
190000001435;"RJ";0
190000001436;"RJ";58534
190000001437;"RJ";103190
190000001438;"RJ";195
190000001439;"RJ";27
190000001440;"RJ";97
190000001441;"RJ";612
190000001442;"RJ";1165
190000001443;"RJ";530
190000001444;"RJ";464572
190000001445;"RJ";4850
190000001446;"RJ";1400
190000001447;"RJ";96796
190000001448;"RJ";1186
190000001449;"RJ";572
190000001450;"RJ";486
190000001451;"RJ";546
190000001452;"RJ";787
190000001453;"RJ";129
190000001454;"RJ";58825
190000001455;"RJ";49
190000001456;"RJ";1012
190000001457;"RJ";1269
190000001458;"RJ";1253
190000001459;"RJ";119584
190000001460;"RJ";81817
190000001461;"RJ";5674
190000001463;"RJ";34550
190000001464;"RJ";3413
190000001465;"RJ";3486
190000001466;"RJ";900
190000001467;"RJ";1791
190000001468;"RJ";2044
190000001469;"RJ";43656
190000001470;"RJ";48874
190000001472;"RJ";4353
190000001473;"RJ";48879
190000001474;"RJ";91523
190000001475;"RJ";55380
190000001476;"RJ";17951
190000001477;"RJ";4349
190000001478;"RJ";333
190000001479;"RJ";764
190000001480;"RJ";105
190000001481;"RJ";105517
190000001482;"RJ";23807
190000001483;"RJ";5658
190000001484;"RJ";25872
190000001486;"RJ";57587
190000001487;"RJ";382
190000001488;"RJ";104697
190000001489;"RJ";2321
190000001490;"RJ";1873
190000001491;"RJ";584
190000001492;"RJ";512
190000001493;"RJ";562
190000001494;"RJ";1408
190000001495;"RJ";20814
190000001496;"RJ";7057
190000001497;"RJ";14358
190000001842;"RJ";560
190000001853;"RJ";3268
190000001854;"RJ";7772
190000001855;"RJ";18839
190000001856;"RJ";125
190000001857;"RJ";2147
190000001858;"RJ";40593
190000001859;"RJ";13558
190000001860;"RJ";1481
190000001861;"RJ";7795
190000001863;"RJ";447
190000001864;"RJ";335061
190000001865;"RJ";1197
190000001866;"RJ";30533
190000001867;"RJ";15851
190000001868;"RJ";0
190000001869;"RJ";13160
190000001870;"RJ";9525
190000001871;"RJ";47157
190000001872;"RJ";11798
190000001873;"RJ";3529
190000001874;"RJ";17631
190000001875;"RJ";85449
190000001876;"RJ";12060
190000001877;"RJ";0
190000001878;"RJ";65624
190000001879;"RJ";20328
190000001880;"RJ";826
190000001881;"RJ";15944
190000001882;"RJ";4003
190000001883;"RJ";959
190000001884;"RJ";0
190000001885;"RJ";6718
190000001886;"RJ";762
190000001887;"RJ";318
190000001888;"RJ";5091
190000001889;"RJ";12541
190000001890;"RJ";5051
190000001891;"RJ";6702
190000001892;"RJ";33743
190000001893;"RJ";2113
190000001894;"RJ";1002
190000001895;"RJ";44440
190000001896;"RJ";0
190000001897;"RJ";172
190000001898;"RJ";2622
190000001899;"RJ";58409
190000001900;"RJ";576
190000001901;"RJ";3238
190000001902;"RJ";29557
190000001903;"RJ";48058
190000001904;"RJ";13873
190000001905;"RJ";1940
190000001906;"RJ";15929
190000001907;"RJ";3300
190000001908;"RJ";0
190000001909;"RJ";12141
190000001910;"RJ";1206
190000001911;"RJ";445
190000001912;"RJ";9557
190000001913;"RJ";235
190000001914;"RJ";0
190000001915;"RJ";6395
190000001916;"RJ";4533
190000001917;"RJ";1230
190000001918;"RJ";10810
190000001919;"RJ";12448
190000001921;"RJ";3371
190000001925;"RJ";220
190000001926;"RJ";157
190000001927;"RJ";527
190000001928;"RJ";95
190000001929;"RJ";0
190000001930;"RJ";181
190000001931;"RJ";144
190000001932;"RJ";378
190000001933;"RJ";200
190000001934;"RJ";1288
190000001939;"RJ";365
190000001940;"RJ";4823
190000001941;"RJ";9040
190000001942;"RJ";3141
190000001943;"RJ";223
190000001944;"RJ";410
190000001945;"RJ";3776
190000001946;"RJ";1568
190000001947;"RJ";275
190000001948;"RJ";0
190000001949;"RJ";3204
190000001950;"RJ";691
190000001951;"RJ";1394
190000001952;"RJ";1645
190000001953;"RJ";5150
190000001954;"RJ";1460
190000001955;"RJ";120
190000001956;"RJ";22
190000001957;"RJ";322
190000001958;"RJ";8556
190000001959;"RJ";313
190000001962;"RJ";2260
190000001963;"RJ";30
190000001964;"RJ";818
190000001965;"RJ";272
190000001968;"RJ";321
190000001970;"RJ";377
190000001972;"RJ";377
190000001973;"RJ";952
190000001974;"RJ";265
190000001975;"RJ";243
190000001976;"RJ";1561
190000001977;"RJ";251
190000001978;"RJ";16404
190000001979;"RJ";22
190000001980;"RJ";0
190000001981;"RJ";2959
190000001982;"RJ";5839
190000001983;"RJ";159
190000001984;"RJ";572
190000001985;"RJ";13336
190000001986;"RJ";8833
190000001987;"RJ";207
190000001988;"RJ";8681
190000001989;"RJ";0
190000001990;"RJ";0
190000001991;"RJ";1022
190000001992;"RJ";1258
190000001993;"RJ";0
190000001994;"RJ";436
190000001995;"RJ";1682
190000001997;"RJ";6464
190000001998;"RJ";1622
190000001999;"RJ";450
190000002000;"RJ";110
190000002001;"RJ";3657
190000002139;"RJ";33221
190000002140;"RJ";3415
190000002141;"RJ";0
190000002142;"RJ";3133
190000002143;"RJ";1260
190000002144;"RJ";2134
190000002145;"RJ";6510
190000002146;"RJ";1492
190000002147;"RJ";0
190000002148;"RJ";0
190000002149;"RJ";2955
190000002150;"RJ";599
190000002151;"RJ";1435
190000002152;"RJ";2755
190000002153;"RJ";0
190000002154;"RJ";1539
190000002155;"RJ";254
190000002156;"RJ";402
190000002157;"RJ";3768
190000002158;"RJ";16807
190000002159;"RJ";1452
190000002160;"RJ";7984
190000002161;"RJ";2597
190000002162;"RJ";816
190000002164;"RJ";344
190000002165;"RJ";652
190000002166;"RJ";305
190000002167;"RJ";480
190000002168;"RJ";778
190000002169;"RJ";3041
190000002170;"RJ";3329
190000002171;"RJ";1335
190000002172;"RJ";839
190000002173;"RJ";1592
190000002174;"RJ";403
190000002176;"RJ";234
190000002177;"RJ";1037
190000002178;"RJ";541
190000002179;"RJ";619
190000002180;"RJ";267
190000002181;"RJ";351
190000002182;"RJ";4143
190000002183;"RJ";10994
190000002185;"RJ";54
190000002186;"RJ";511
190000002191;"RJ";34
190000002193;"RJ";267
190000002195;"RJ";0
190000002196;"RJ";15
190000002197;"RJ";3030
190000002198;"RJ";1749
190000002199;"RJ";53
190000002200;"RJ";3150
190000002201;"RJ";63
190000002202;"RJ";4872
190000002203;"RJ";10311
190000002204;"RJ";562
190000002205;"RJ";711
190000002206;"RJ";297
190000002207;"RJ";321
190000002208;"RJ";909
190000002209;"RJ";350
190000002211;"RJ";1914
190000002212;"RJ";2780
190000002213;"RJ";3422
190000002215;"RJ";0
190000002216;"RJ";9322
190000002218;"RJ";1413
190000002219;"RJ";26
190000002220;"RJ";101
190000002221;"RJ";220
190000002222;"RJ";193
190000002223;"RJ";1689
190000002224;"RJ";1360
190000002225;"RJ";550
190000002226;"RJ";2291
190000002227;"RJ";791
190000002228;"RJ";231
190000002229;"RJ";1795
190000002230;"RJ";1474
190000002337;"RJ";17825
190000002338;"RJ";750
190000002339;"RJ";471
190000002340;"RJ";696
190000002341;"RJ";387
190000002342;"RJ";0
190000002343;"RJ";4947
190000002346;"RJ";201
190000002362;"RJ";365
190000002364;"RJ";600
190000002365;"RJ";142
190000002367;"RJ";77
190000002368;"RJ";106
190000002369;"RJ";0
190000002371;"RJ";696
190000002372;"RJ";0
190000002373;"RJ";931
190000002378;"RJ";4346
190000002380;"RJ";262
190000002387;"RJ";2947
190000002389;"RJ";505
190000002390;"RJ";1120
190000002392;"RJ";14983
190000002394;"RJ";373
190000002395;"RJ";4158
190000002396;"RJ";776
190000002400;"RJ";3724
190000002406;"RJ";1040
190000002407;"RJ";20116
190000002408;"RJ";1084
190000002409;"RJ";3496
190000002410;"RJ";16015
190000002411;"RJ";0
190000002412;"RJ";22778
190000002426;"RJ";630
190000002428;"RJ";347
190000002431;"RJ";2498
190000002437;"RJ";650
190000002438;"RJ";290
190000002439;"RJ";107
190000002441;"RJ";4115
190000002443;"RJ";0
190000002444;"RJ";1376
190000002446;"RJ";47370
190000002451;"RJ";330
190000002452;"RJ";10039
190000002453;"RJ";23720
190000002454;"RJ";393
190000002455;"RJ";0
190000002456;"RJ";0
190000002457;"RJ";1064
190000002458;"RJ";5011
190000002460;"RJ";771
190000002461;"RJ";418
190000002462;"RJ";0
190000002463;"RJ";705
190000002464;"RJ";456
190000002465;"RJ";307
190000002485;"RJ";398
190000002486;"RJ";7609
190000002487;"RJ";3208
190000002488;"RJ";0
190000002489;"RJ";690
190000002703;"RJ";684
190000002704;"RJ";26526
190000002706;"RJ";5315
190000002708;"RJ";386
190000002710;"RJ";323
190000002711;"RJ";1712
190000002712;"RJ";4164
190000002713;"RJ";0
190000002715;"RJ";1255
190000002716;"RJ";1179
190000002717;"RJ";52
190000002718;"RJ";447
190000002720;"RJ";894
190000002721;"RJ";860
190000002722;"RJ";230
190000002724;"RJ";382
190000002725;"RJ";309
190000002726;"RJ";2336
190000002727;"RJ";377
190000002728;"RJ";68
190000002729;"RJ";290
190000002730;"RJ";2151
190000002732;"RJ";18
190000002733;"RJ";52
190000002735;"RJ";421
190000002736;"RJ";34
190000002737;"RJ";163
190000002739;"RJ";13
190000002740;"RJ";43
190000002741;"RJ";14
190000002742;"RJ";713
190000002746;"RJ";11566
190000002747;"RJ";3162
190000002748;"RJ";570
190000002750;"RJ";2091
190000002752;"RJ";1015
190000002753;"RJ";1498
190000002754;"RJ";280
190000002755;"RJ";1959
190000002756;"RJ";14439
190000002758;"RJ";2296
190000002760;"RJ";146
190000002761;"RJ";1039
190000002762;"RJ";1348
190000002763;"RJ";9256
190000002764;"RJ";3380
190000002767;"RJ";1110
190000002768;"RJ";424
190000002769;"RJ";808
190000002771;"RJ";2930
190000002772;"RJ";12471
190000002773;"RJ";1428
190000002774;"RJ";1824
190000002775;"RJ";35
190000002776;"RJ";16120
190000002777;"RJ";2841
190000002778;"RJ";1944
190000002779;"RJ";514
190000002780;"RJ";849
190000002781;"RJ";1438
190000002782;"RJ";0
190000002784;"RJ";1138
190000002785;"RJ";316
190000002786;"RJ";3797
190000002787;"RJ";8403
190000002801;"RJ";0
190000002806;"RJ";24003
190000002868;"RJ";282
190000002869;"RJ";0
190000002879;"RJ";459
190000002930;"RJ";1106
190000002931;"RJ";803
190000002932;"RJ";2546
190000002938;"RJ";19479
190000002997;"RJ";1264
190000002999;"RJ";699
190000003000;"RJ";300
190000003012;"RJ";2024
190000003013;"RJ";124087
190000003015;"RJ";0
190000003017;"RJ";1272
190000003019;"RJ";0
190000003023;"RJ";459
190000003033;"RJ";1771
190000003035;"RJ";92
190000003081;"RJ";36
190000003093;"RJ";1485
190000003094;"RJ";711
190000003095;"RJ";38
190000003096;"RJ";0
190000003097;"RJ";0
190000003098;"RJ";0
190000003099;"RJ";396
190000003101;"RJ";2304
190000003102;"RJ";449
190000003103;"RJ";136
190000003119;"RJ";201
190000003121;"RJ";1641
190000003122;"RJ";338
190000003125;"RJ";112
190000003128;"RJ";0
190000003129;"RJ";219
190000003131;"RJ";265
190000003133;"RJ";16191
190000003134;"RJ";1129
190000003135;"RJ";3061
190000003137;"RJ";435
190000003179;"RJ";155
190000003180;"RJ";424
190000003181;"RJ";645
190000003182;"RJ";244
190000003183;"RJ";2430
190000003184;"RJ";289
190000003227;"RJ";74
190000003228;"RJ";182
190000003233;"RJ";151
190000003243;"RJ";143
190000003246;"RJ";184
190000003251;"RJ";462
190000003265;"RJ";624
190000003270;"RJ";1023
190000003285;"RJ";519
190000003293;"RJ";294
190000003296;"RJ";580
190000003297;"RJ";468
190000003298;"RJ";0
190000003305;"RJ";1030
190000003306;"RJ";369
200000000006;"RN";1275
200000000007;"RN";1217
200000000008;"RN";1361
200000000009;"RN";6173
200000000010;"RN";1294
200000000082;"RN";649
200000000086;"RN";927
200000000089;"RN";1774
200000000095;"RN";2162
200000000105;"RN";537
200000000110;"RN";1063
200000000112;"RN";533
200000000116;"RN";234
200000000121;"RN";1787
200000000123;"RN";1138
200000000124;"RN";3512
200000000132;"RN";191064
200000000133;"RN";71555
200000000135;"RN";134588
200000000136;"RN";113722
200000000137;"RN";33130
200000000138;"RN";81534
200000000139;"RN";51612
200000000140;"RN";2008
200000000141;"RN";5985
200000000142;"RN";4565
200000000143;"RN";4060
200000000144;"RN";7615
200000000146;"RN";645
200000000147;"RN";43363
200000000148;"RN";2323
200000000149;"RN";63371
200000000150;"RN";526
200000000151;"RN";1512
200000000152;"RN";176239
200000000247;"RN";234
200000000248;"RN";186
200000000249;"RN";160
200000000250;"RN";395
200000000251;"RN";0
200000000252;"RN";2987
200000000253;"RN";0
200000000254;"RN";20313
200000000255;"RN";484
200000000256;"RN";185
200000000257;"RN";236
200000000258;"RN";1747
200000000259;"RN";2361
200000000261;"RN";1604
200000000264;"RN";294
200000000265;"RN";2186
200000000266;"RN";846
200000000267;"RN";96
200000000268;"RN";100
200000000269;"RN";0
200000000270;"RN";173
200000000271;"RN";30
200000000272;"RN";493
200000000273;"RN";1191
200000000322;"RN";166427
200000000323;"RN";4534
200000000324;"RN";10715
200000000325;"RN";155
200000000326;"RN";110
200000000327;"RN";2797
200000000328;"RN";5397
200000000332;"RN";4909
200000000333;"RN";3517
200000000334;"RN";4171
200000000335;"RN";11858
200000000336;"RN";891
200000000337;"RN";17450
200000000338;"RN";25767
200000000339;"RN";34727
200000000340;"RN";11816
200000000341;"RN";3120
200000000342;"RN";889
200000000343;"RN";2728
200000000344;"RN";671
200000000422;"RN";21787
200000000441;"RN";481
200000000501;"RN";625
200000000521;"RN";64445
220000000015;"RO";974
220000000016;"RO";2501
220000000017;"RO";664
220000000018;"RO";1006
220000000019;"RO";67
220000000027;"RO";810
220000000028;"RO";1002
220000000030;"RO";60324
220000000031;"RO";4906
220000000032;"RO";205
220000000033;"RO";7752
220000000035;"RO";1000
220000000037;"RO";25691
220000000041;"RO";8702
220000000042;"RO";884
220000000043;"RO";9235
220000000044;"RO";14802
220000000088;"RO";17889
220000000089;"RO";5581
220000000093;"RO";24696
220000000094;"RO";5474
220000000105;"RO";4358
220000000108;"RO";547
220000000116;"RO";16811
220000000228;"RO";593
220000000229;"RO";19673
220000000230;"RO";8297
220000000231;"RO";17861
220000000232;"RO";6712
220000000233;"RO";3614
220000000234;"RO";4429
220000000235;"RO";40595
220000000236;"RO";14271
220000000237;"RO";232
220000000238;"RO";8775
220000000239;"RO";24146
220000000240;"RO";15900
220000000241;"RO";3956
220000000242;"RO";60780
220000000243;"RO";145
220000000245;"RO";61419
220000000246;"RO";20412
220000000247;"RO";42353
220000000248;"RO";17498
220000000249;"RO";3216
220000000250;"RO";511
220000000251;"RO";6700
220000000345;"RO";9315
220000000348;"RO";33737
220000000349;"RO";3262
220000000352;"RO";6103
220000000368;"RO";1458
220000000381;"RO";2720
220000000385;"RO";292
220000000386;"RO";1994
220000000387;"RO";322
220000000388;"RO";950
220000000389;"RO";19020
220000000390;"RO";8405
220000000391;"RO";2238
220000000392;"RO";3085
220000000418;"RO";1313
220000000464;"RO";25204
220000000486;"RO";1495
220000000487;"RO";1389
220000000488;"RO";474
220000000489;"RO";908
220000000490;"RO";886
220000000491;"RO";173
220000000492;"RO";285
220000000500;"RO";456
220000000520;"RO";6870
220000000522;"RO";526
220000000530;"RO";1124
220000000536;"RO";427
220000000539;"RO";67
220000000540;"RO";1548
220000000541;"RO";18
220000000636;"RO";5280
220000000637;"RO";1539
220000000664;"RO";72
230000000014;"RR";377
230000000015;"RR";86
230000000167;"RR";6733
230000000168;"RR";299
230000000169;"RR";13
230000000170;"RR";4071
230000000171;"RR";5281
230000000172;"RR";1885
230000000173;"RR";23
230000000174;"RR";6400
230000000175;"RR";23
230000000176;"RR";2676
230000000177;"RR";3358
230000000178;"RR";22
230000000179;"RR";6513
230000000180;"RR";456
230000000181;"RR";9048
230000000182;"RR";852
230000000183;"RR";667
230000000184;"RR";485
230000000185;"RR";26
230000000186;"RR";955
230000000187;"RR";116
230000000188;"RR";204
230000000190;"RR";36
230000000191;"RR";792
230000000192;"RR";122
230000000193;"RR";451
230000000194;"RR";16942
230000000195;"RR";12
230000000196;"RR";51
230000000197;"RR";636
230000000258;"RR";3218
230000000259;"RR";838
230000000260;"RR";6064
230000000261;"RR";15290
230000000262;"RR";100
230000000263;"RR";3903
230000000264;"RR";20677
230000000265;"RR";6782
230000000266;"RR";21
230000000267;"RR";342
230000000268;"RR";15492
230000000269;"RR";115
230000000270;"RR";5156
230000000271;"RR";920
230000000272;"RR";436
230000000273;"RR";35555
230000000274;"RR";331
230000000275;"RR";180
230000000276;"RR";0
230000000277;"RR";111
230000000278;"RR";3
230000000280;"RR";7481
230000000281;"RR";26
230000000438;"RR";4089
230000000439;"RR";3874
230000000440;"RR";25
230000000441;"RR";1936
230000000442;"RR";0
230000000443;"RR";581
230000000444;"RR";85
230000000445;"RR";195
230000000446;"RR";24
230000000447;"RR";552
230000000448;"RR";0
230000000449;"RR";625
230000000450;"RR";5054
230000000451;"RR";380
230000000452;"RR";8834
230000000453;"RR";1213
230000000454;"RR";164
230000000455;"RR";9
230000000458;"RR";2067
230000000459;"RR";164
230000000460;"RR";1330
230000000461;"RR";1054
230000000462;"RR";523
230000000548;"RR";2
230000000744;"RR";199
210000000015;"RS";166
210000000028;"RS";3303
210000000030;"RS";2616
210000000031;"RS";351
210000000032;"RS";2692
210000000033;"RS";11763
210000000034;"RS";1270
210000000035;"RS";276
210000000036;"RS";283
210000000037;"RS";1543
210000000038;"RS";308
210000000039;"RS";334
210000000041;"RS";774
210000000042;"RS";728
210000000043;"RS";3610
210000000044;"RS";5806
210000000045;"RS";356
210000000046;"RS";152
210000000047;"RS";486
210000000048;"RS";93
210000000049;"RS";992
210000000050;"RS";1564
210000000051;"RS";283
210000000053;"RS";505
210000000054;"RS";186
210000000055;"RS";695
210000000058;"RS";299
210000000061;"RS";1055
210000000062;"RS";1290
210000000068;"RS";468
210000000069;"RS";1243
210000000070;"RS";201
210000000071;"RS";11096
210000000072;"RS";461
210000000078;"RS";2405
210000000079;"RS";1304
210000000082;"RS";724
210000000097;"RS";602
210000000098;"RS";1999
210000000099;"RS";12510
210000000100;"RS";17749
210000000101;"RS";588
210000000102;"RS";103006
210000000103;"RS";706
210000000104;"RS";0
210000000105;"RS";2438
210000000106;"RS";16421
210000000107;"RS";807
210000000108;"RS";1683
210000000109;"RS";648
210000000110;"RS";17234
210000000111;"RS";511
210000000112;"RS";1317
210000000113;"RS";40503
210000000114;"RS";15865
210000000115;"RS";119190
210000000116;"RS";8274
210000000117;"RS";1361
210000000118;"RS";8342
210000000119;"RS";16285
210000000162;"RS";152421
210000000163;"RS";6634
210000000164;"RS";109864
210000000165;"RS";151406
210000000166;"RS";120755
210000000223;"RS";1216
210000000224;"RS";90917
210000000225;"RS";1772
210000000226;"RS";598
210000000227;"RS";17815
210000000228;"RS";186
210000000229;"RS";1045
210000000231;"RS";85
210000000232;"RS";1074
210000000233;"RS";619
210000000235;"RS";293
210000000237;"RS";115294
210000000238;"RS";296
210000000239;"RS";61
210000000240;"RS";3928
210000000241;"RS";1069
210000000242;"RS";162
210000000244;"RS";1744
210000000245;"RS";249
210000000246;"RS";845
210000000247;"RS";1110
210000000248;"RS";2301
210000000249;"RS";2899
210000000250;"RS";782
210000000251;"RS";747
210000000252;"RS";20909
210000000253;"RS";52
210000000254;"RS";294
210000000255;"RS";7505
210000000256;"RS";10038
210000000257;"RS";148302
210000000258;"RS";235
210000000259;"RS";420
210000000260;"RS";190
210000000261;"RS";2932
210000000262;"RS";382
210000000263;"RS";448
210000000264;"RS";1003
210000000266;"RS";101
210000000267;"RS";128
210000000268;"RS";390
210000000269;"RS";822
210000000270;"RS";561
210000000271;"RS";33492
210000000273;"RS";17703
210000000274;"RS";31483
210000000275;"RS";1215
210000000276;"RS";12758
210000000277;"RS";632
210000000278;"RS";2362
210000000279;"RS";5573
210000000280;"RS";6051
210000000281;"RS";91849
210000000287;"RS";1997
210000000291;"RS";346
210000000314;"RS";205
210000000315;"RS";558
210000000316;"RS";388
210000000318;"RS";812
210000000322;"RS";1147
210000000323;"RS";2187
210000000324;"RS";116178
210000000325;"RS";100841
210000000326;"RS";74511
210000000327;"RS";94275
210000000328;"RS";128981
210000000329;"RS";55549
210000000330;"RS";2346
210000000331;"RS";194
210000000332;"RS";2424
210000000333;"RS";133639
210000000334;"RS";127919
210000000336;"RS";43787
210000000337;"RS";140868
210000000339;"RS";93926
210000000404;"RS";109469
210000000475;"RS";511
210000000476;"RS";295
210000000477;"RS";159
210000000479;"RS";0
210000000481;"RS";410
210000000482;"RS";298
210000000483;"RS";466
210000000484;"RS";172
210000000486;"RS";336
210000000487;"RS";0
210000000488;"RS";487
210000000489;"RS";58
210000000490;"RS";52
210000000491;"RS";114
210000000568;"RS";60523
210000000569;"RS";278
210000000570;"RS";6400
210000000571;"RS";8669
210000000572;"RS";3214
210000000573;"RS";1649
210000000574;"RS";18770
210000000575;"RS";101243
210000000576;"RS";31606
210000000577;"RS";7578
210000000578;"RS";2437
210000000579;"RS";1388
210000000580;"RS";2896
210000000581;"RS";437
210000000582;"RS";4805
210000000583;"RS";849
210000000584;"RS";2904
210000000585;"RS";3105
210000000586;"RS";404
210000000587;"RS";60013
210000000588;"RS";13266
210000000589;"RS";19206
210000000590;"RS";983
210000000591;"RS";12538
210000000592;"RS";3572
210000000593;"RS";6998
210000000594;"RS";209
210000000595;"RS";405
210000000596;"RS";5097
210000000598;"RS";269
210000000599;"RS";837
210000000600;"RS";73
210000000601;"RS";529
210000000602;"RS";222
210000000603;"RS";62
210000000604;"RS";7769
210000000605;"RS";2237
210000000606;"RS";3539
210000000607;"RS";772
210000000608;"RS";594
210000000609;"RS";18666
210000000610;"RS";158973
210000000611;"RS";13074
210000000612;"RS";924
210000000613;"RS";717
210000000614;"RS";1699
210000000615;"RS";885
210000000616;"RS";603
210000000617;"RS";8475
210000000618;"RS";1798
210000000619;"RS";277
210000000620;"RS";530
210000000621;"RS";2329
210000000622;"RS";249
210000000623;"RS";2200
210000000624;"RS";2260
210000000625;"RS";374
210000000626;"RS";27
210000000630;"RS";878
210000000636;"RS";115173
210000000637;"RS";132202
210000000638;"RS";115131
210000000639;"RS";162462
210000000640;"RS";422
210000000641;"RS";102770
210000000643;"RS";10261
210000000644;"RS";1455
210000000645;"RS";59923
210000000646;"RS";32877
210000000647;"RS";81503
210000000648;"RS";2282
210000000649;"RS";1095
210000000650;"RS";25491
210000000651;"RS";14573
210000000652;"RS";2246
210000000653;"RS";1589
210000000654;"RS";18613
210000000655;"RS";27929
210000000656;"RS";1325
210000000657;"RS";92323
210000000658;"RS";746
210000000659;"RS";393
210000000660;"RS";643
210000000661;"RS";5187
210000000662;"RS";939
210000000663;"RS";1102
210000000664;"RS";583
210000000665;"RS";45559
210000000666;"RS";2507
210000000667;"RS";2867
210000000668;"RS";86
210000000669;"RS";211
210000000670;"RS";119375
210000000671;"RS";21329
210000000672;"RS";2126
210000000673;"RS";2640
210000000674;"RS";71794
210000000675;"RS";1328
210000000676;"RS";22839
210000000677;"RS";2823
210000000678;"RS";1155
210000000679;"RS";15920
210000000680;"RS";1188
210000000681;"RS";1087
210000000682;"RS";1601
210000000683;"RS";685
210000000866;"RS";2652
210000000867;"RS";927
210000000868;"RS";696
210000000869;"RS";152
210000000870;"RS";4413
210000000871;"RS";31924
210000000872;"RS";29237
210000000873;"RS";45247
210000000874;"RS";28
210000000875;"RS";1973
210000000876;"RS";435
210000000877;"RS";2957
210000000878;"RS";106991
210000000879;"RS";399
210000000880;"RS";111
210000000881;"RS";311
210000000882;"RS";115155
210000000883;"RS";7028
210000000884;"RS";8915
210000000885;"RS";1302
210000000886;"RS";4048
210000000887;"RS";55434
210000000888;"RS";74
210000000890;"RS";908
210000000891;"RS";130807
210000000893;"RS";77017
210000000894;"RS";1435
210000000895;"RS";7373
210000000896;"RS";3819
210000000897;"RS";2634
210000000898;"RS";446
210000000899;"RS";2551
210000000900;"RS";552
210000000901;"RS";4158
210000000902;"RS";228
210000000903;"RS";1335
210000000904;"RS";1840
210000000905;"RS";10924
210000000906;"RS";17284
210000000907;"RS";563
210000000908;"RS";715
210000001090;"RS";396
210000001091;"RS";755
210000001101;"RS";663
210000001121;"RS";261
210000001175;"RS";575
210000001222;"RS";422
240000000061;"SC";1996
240000000066;"SC";2432
240000000067;"SC";937
240000000078;"SC";14371
240000000085;"SC";2673
240000000086;"SC";6155
240000000087;"SC";401
240000000117;"SC";457
240000000118;"SC";329
240000000124;"SC";1669
240000000128;"SC";227
240000000129;"SC";1233
240000000131;"SC";2377
240000000133;"SC";339
240000000152;"SC";12336
240000000171;"SC";15928
240000000172;"SC";37167
240000000173;"SC";4631
240000000174;"SC";112366
240000000175;"SC";22675
240000000176;"SC";10192
240000000178;"SC";35455
240000000179;"SC";5931
240000000180;"SC";16035
240000000181;"SC";6820
240000000182;"SC";135439
240000000183;"SC";6110
240000000184;"SC";3893
240000000188;"SC";15939
240000000191;"SC";517
240000000194;"SC";468
240000000202;"SC";2974
240000000203;"SC";3908
240000000212;"SC";132349
240000000213;"SC";221409
240000000214;"SC";63964
240000000215;"SC";87954
240000000216;"SC";2474
240000000217;"SC";6315
240000000218;"SC";2705
240000000219;"SC";2583
240000000220;"SC";24884
240000000221;"SC";1777
240000000222;"SC";110777
240000000223;"SC";1557
240000000224;"SC";140839
240000000225;"SC";15308
240000000229;"SC";2763
240000000230;"SC";46518
240000000231;"SC";69645
240000000232;"SC";5815
240000000233;"SC";2042
240000000234;"SC";110436
240000000236;"SC";15730
240000000237;"SC";53
240000000238;"SC";195942
240000000239;"SC";137784
240000000240;"SC";472
240000000241;"SC";115431
240000000243;"SC";288
240000000244;"SC";0
240000000245;"SC";102633
240000000246;"SC";3342
240000000247;"SC";105303
240000000248;"SC";13561
240000000249;"SC";10120
240000000313;"SC";858
240000000464;"SC";6236
240000000465;"SC";2359
240000000466;"SC";4783
240000000467;"SC";3769
240000000468;"SC";52757
240000000469;"SC";9890
240000000470;"SC";13191
240000000471;"SC";135042
240000000472;"SC";36343
240000000473;"SC";0
240000000475;"SC";78607
240000000476;"SC";2164
240000000477;"SC";229668
240000000478;"SC";980
240000000479;"SC";123770
240000000482;"SC";1228
240000000483;"SC";3809
240000000484;"SC";2596
240000000485;"SC";1668
240000000486;"SC";4932
240000000487;"SC";51494
240000000488;"SC";1301
240000000489;"SC";50790
240000000490;"SC";1436
240000000492;"SC";2449
240000000493;"SC";362
240000000498;"SC";605
240000000502;"SC";227
240000000503;"SC";589
240000000504;"SC";885
240000000505;"SC";2785
240000000506;"SC";790
240000000514;"SC";2439
240000000515;"SC";319
240000000516;"SC";4465
240000000517;"SC";355
240000000518;"SC";103
240000000519;"SC";651
240000000520;"SC";15864
240000000521;"SC";782
240000000589;"SC";4900
240000000607;"SC";300
240000000608;"SC";204
240000000611;"SC";0
240000000619;"SC";695
240000000620;"SC";2939
240000000631;"SC";1349
240000000637;"SC";9401
240000000648;"SC";791
240000000654;"SC";147
240000000667;"SC";1359
240000000674;"SC";1657
240000000683;"SC";392
240000000685;"SC";0
240000000713;"SC";1110
240000000714;"SC";2401
240000000716;"SC";0
240000000756;"SC";194
240000000757;"SC";1625
240000000758;"SC";90
240000000759;"SC";249
260000000004;"SE";101
